"position","const","created","modified","description","Title","Title.type","Directors","IMDb.Rating","Runtime..mins.","Year","Genres","Num..Votes","Release.Date..month.day.year.","URL","id"
5952,"tt0081268","Mon Apr 22 18:41:46 2013","Mon Apr 22 18:41:46 2013","","Oh, God! Book II","Feature Film","Gilbert Cates",5.1,94,"1980","comedy, fantasy",1674,"1980-10-03","http://www.imdb.com/title/tt0081268/","0081268"
4371,"tt0113375","Mon Apr 22 18:37:18 2013","Mon Apr 22 18:37:18 2013","","I.D.","Feature Film","Philip Davis",7.4,107,"1995","crime, drama",4502,"1995-05-05","http://www.imdb.com/title/tt0113375/","0113375"
6484,"tt0087718","Mon Apr 22 18:43:10 2013","Mon Apr 22 18:43:10 2013","","Micki + Maude","Feature Film","Blake Edwards",5.9,118,"1984","comedy, romance",2096,"1984-12-21","http://www.imdb.com/title/tt0087718/","0087718"
5307,"tt0210584","Mon Apr 22 18:39:52 2013","Mon Apr 22 18:39:52 2013","","Bootmen","Feature Film","Dein Perry",6.2,95,"2000","comedy, drama, romance",1935,"2000-10-05","http://www.imdb.com/title/tt0210584/","0210584"
7810,"tt0082783","Mon Apr 29 17:38:36 2013","Mon Apr 29 17:38:36 2013","","My Dinner with Andre","Feature Film","Louis Malle",7.8,110,"1981","biography, comedy, drama",10522,"1981-10-08","http://www.imdb.com/title/tt0082783/","0082783"
5500,"tt0107606","Mon Apr 22 18:40:20 2013","Mon Apr 22 18:40:20 2013","","Mother's Boys","Feature Film","Yves Simoneau",5.4,96,"1994","drama, thriller",2380,"1994-03-18","http://www.imdb.com/title/tt0107606/","0107606"
1060,"tt0070608","Mon Apr 22 18:27:26 2013","Mon Apr 22 18:27:26 2013","","Robin Hood","Feature Film","Wolfgang Reitherman",7.6,83,"1973","animation, adventure, comedy, family, romance",78862,"1973-11-08","http://www.imdb.com/title/tt0070608/","0070608"
664,"tt1071875","Mon Apr 22 18:26:03 2013","Mon Apr 22 18:26:03 2013","","Ghost Rider: Spirit of Vengeance","Feature Film","Neveldine, Taylor",4.3,96,"2011","action, fantasy, thriller",83724,"2011-12-11","http://www.imdb.com/title/tt1071875/","1071875"
1847,"tt0102511","Mon Apr 22 18:29:07 2013","Mon Apr 22 18:29:07 2013","","Naked Lunch","Feature Film","David Cronenberg",7.1,115,"1991","drama",34298,"1991-12-27","http://www.imdb.com/title/tt0102511/","0102511"
8484,"tt0108323","Mon Apr 29 18:17:02 2013","Mon Apr 29 18:17:02 2013","","Theremin: An Electronic Odyssey","Documentary","Steven M. Martin",7.4,83,"1994","documentary, biography, history, music",830,"1994-01-29","http://www.imdb.com/title/tt0108323/","0108323"
7991,"tt0118163","Mon Apr 29 17:39:19 2013","Mon Apr 29 17:39:19 2013","","The Whole Wide World","Feature Film","Dan Ireland",7.3,111,"1996","biography, drama, romance",2869,"1996-01","http://www.imdb.com/title/tt0118163/","0118163"
944,"tt0450278","Mon Apr 22 18:27:03 2013","Mon Apr 22 18:27:03 2013","","Hostel","Feature Film","Eli Roth",5.9,94,"2005","horror",134510,"2005-09-17","http://www.imdb.com/title/tt0450278/","0450278"
6919,"tt0244244","Thu Apr 25 02:59:02 2013","Thu Apr 25 02:59:02 2013","","Swordfish","Feature Film","Dominic Sena",6.5,99,"2001","action, crime, thriller",152216,"2001-06-04","http://www.imdb.com/title/tt0244244/","0244244"
182,"tt2387433","Mon Apr 22 18:23:22 2013","Mon Apr 22 18:23:22 2013","","Dark Skies","Feature Film","Scott Stewart",6.3,97,"2013","horror, sci_fi, thriller",54771,"2013-02-21","http://www.imdb.com/title/tt2387433/","2387433"
3880,"tt0104114","Mon Apr 22 18:36:17 2013","Mon Apr 22 18:36:17 2013","","The Distinguished Gentleman","Feature Film","Jonathan Lynn",5.8,112,"1992","comedy, crime",11838,"1992-12-04","http://www.imdb.com/title/tt0104114/","0104114"
6854,"tt0452694","Mon Apr 22 22:45:13 2013","Mon Apr 22 22:45:13 2013","","The Time Traveler's Wife","Feature Film","Robert Schwentke",7.1,107,"2009","drama, fantasy, romance, sci_fi",110540,"2009-08-14","http://www.imdb.com/title/tt0452694/","0452694"
7350,"tt0085276","Thu Apr 25 03:00:32 2013","Thu Apr 25 03:00:32 2013","","Breathless","Feature Film","Jim McBride",5.7,100,"1983","action, drama, romance, thriller",6343,"1983-05-13","http://www.imdb.com/title/tt0085276/","0085276"
8600,"tt0118178","Mon Apr 29 19:23:23 2013","Mon Apr 29 19:23:23 2013","","Wish Upon a Star","TV Movie","Blair Treu",6.9,90,"1996","comedy, family, fantasy",5477,"1996-11-12","http://www.imdb.com/title/tt0118178/","0118178"
6669,"tt0314331","Mon Apr 22 22:45:12 2013","Mon Apr 22 22:45:12 2013","","Love Actually","Feature Film","Richard Curtis",7.7,135,"2003","comedy, drama, romance",309494,"2003-09-07","http://www.imdb.com/title/tt0314331/","0314331"
7379,"tt0076489","Thu Apr 25 03:00:32 2013","Thu Apr 25 03:00:32 2013","","Oh, God!","Feature Film","Carl Reiner",6.5,98,"1977","comedy, fantasy",6909,"1977-10-07","http://www.imdb.com/title/tt0076489/","0076489"
8835,"tt0084747","Mon Apr 29 19:23:53 2013","Mon Apr 29 19:23:53 2013","","Sweeney Todd: The Demon Barber of Fleet Street","TV Movie","Terry Hughes, Harold Prince",8.5,140,"1982","musical, drama, thriller, horror",2906,"1982-09-12","http://www.imdb.com/title/tt0084747/","0084747"
6025,"tt0302361","Mon Apr 22 18:41:47 2013","Mon Apr 22 18:41:47 2013","","Bookies","Feature Film","Mark Illsley",6,88,"2003","comedy, crime, drama, thriller",1890,"2003-01-20","http://www.imdb.com/title/tt0302361/","0302361"
6979,"tt0070328","Thu Apr 25 02:59:03 2013","Thu Apr 25 02:59:03 2013","","Live and Let Die","Feature Film","Guy Hamilton",6.8,121,"1973","action, adventure, thriller",72176,"1973-06-27","http://www.imdb.com/title/tt0070328/","0070328"
9786,"tt1118070","Thu Feb 12 09:05:48 2015","Thu Feb 12 09:05:48 2015","","At the Mountains of Madness","Feature Film","Guillermo del Toro",NA,NA,"????","adventure, fantasy, horror, thriller",NA,"","http://www.imdb.com/title/tt1118070/","1118070"
5287,"tt0197096","Mon Apr 22 18:39:51 2013","Mon Apr 22 18:39:51 2013","","What's Cooking?","Feature Film","Gurinder Chadha",7.1,109,"2000","drama, comedy",2271,"2000-01-20","http://www.imdb.com/title/tt0197096/","0197096"
5322,"tt0116378","Mon Apr 22 18:39:52 2013","Mon Apr 22 18:39:52 2013","","The Funeral","Feature Film","Abel Ferrara",6.6,99,"1996","crime, drama",6804,"1996-08-28","http://www.imdb.com/title/tt0116378/","0116378"
9217,"tt0098106","Mon Apr 29 19:24:20 2013","Mon Apr 29 19:24:20 2013","","Walt Disney's Wonderful World of Color: Polly","TV Episode","Debbie Allen",8,100,"1954","adventure, biography, drama, family, western",478,"1989-11-12","http://www.imdb.com/title/tt0098106/","0098106"
336,"tt1599348","Mon Apr 22 18:23:57 2013","Mon Apr 22 18:23:57 2013","","Safe House","Feature Film","Daniel Espinosa",6.8,115,"2012","action, crime, mystery, thriller",161101,"2012-02-07","http://www.imdb.com/title/tt1599348/","1599348"
448,"tt0212092","Sun Apr 21 14:35:17 2013","Sun Apr 21 14:35:17 2013","","Juan, I Forgot I Don't Remember","Documentary","Juan Carlos Rulfo",7.8,75,"1999","documentary",111,"1999-08-28","http://www.imdb.com/title/tt0212092/","0212092"
698,"tt0426697","Sun Apr 21 15:27:26 2013","Sun Apr 21 15:27:26 2013","","Ghost Hunters","TV Series","",6.6,60,"2004","documentary",5451,"2004-10-06","http://www.imdb.com/title/tt0426697/","0426697"
3745,"tt0361925","Mon Apr 22 18:35:48 2013","Mon Apr 22 18:35:48 2013","","Welcome to Mooseport","Feature Film","Donald Petrie",5.2,110,"2004","comedy, romance",10535,"2004-02-20","http://www.imdb.com/title/tt0361925/","0361925"
370,"tt0117951","Mon Apr 22 18:23:57 2013","Mon Apr 22 18:23:57 2013","","Trainspotting","Feature Film","Danny Boyle",8.2,94,"1996","drama",448434,"1996-02-23","http://www.imdb.com/title/tt0117951/","0117951"
4596,"tt0077714","Mon Apr 22 18:37:51 2013","Mon Apr 22 18:37:51 2013","","I Wanna Hold Your Hand","Feature Film","Robert Zemeckis",6.9,104,"1978","comedy, music, romance",2931,"1978-04-21","http://www.imdb.com/title/tt0077714/","0077714"
7266,"tt0098546","Thu Apr 25 03:00:31 2013","Thu Apr 25 03:00:31 2013","","UHF","Feature Film","Jay Levey",7,97,"1989","comedy",21009,"1989-07-21","http://www.imdb.com/title/tt0098546/","0098546"
1989,"tt1710417","Mon Apr 22 18:29:32 2013","Mon Apr 22 18:29:32 2013","","Lola Versus","Feature Film","Daryl Wein",5.4,87,"2012","comedy",6811,"2012-04-24","http://www.imdb.com/title/tt1710417/","1710417"
999,"tt1220619","Sun Apr 21 15:28:30 2013","Sun Apr 21 15:28:30 2013","","Tiger: Spy in the Jungle","Mini-Series","",8.3,60,"2008","documentary",303,"2008-03-30","http://www.imdb.com/title/tt1220619/","1220619"
784,"tt1572769","Sun Apr 21 15:27:52 2013","Sun Apr 21 15:27:52 2013","","Countdown to Zero","Documentary","Lucy Walker",6.9,89,"2010","documentary",1943,"2010-01-25","http://www.imdb.com/title/tt1572769/","1572769"
7834,"tt1966604","Mon Apr 29 17:38:36 2013","Mon Apr 29 17:38:36 2013","","The Imposter","Documentary","Bart Layton",7.5,99,"2012","documentary, biography",32338,"2012-01-23","http://www.imdb.com/title/tt1966604/","1966604"
2943,"tt0314498","Mon Apr 22 18:33:22 2013","Mon Apr 22 18:33:22 2013","","The Perfect Score","Feature Film","Brian Robbins",5.7,93,"2004","comedy, crime",19161,"2004-01-27","http://www.imdb.com/title/tt0314498/","0314498"
2206,"tt1107860","Mon Apr 22 18:29:59 2013","Mon Apr 22 18:29:59 2013","","The Maiden Heist","Feature Film","Peter Hewitt",6.1,90,"2009","comedy, crime",12295,"2009-06-25","http://www.imdb.com/title/tt1107860/","1107860"
1168,"tt0971209","Mon Apr 22 18:27:28 2013","Mon Apr 22 18:27:28 2013","","A Perfect Getaway","Feature Film","David Twohy",6.5,98,"2009","adventure, mystery, thriller",54871,"2009-08-06","http://www.imdb.com/title/tt0971209/","0971209"
8185,"tt0241929","Mon Apr 29 17:40:15 2013","Mon Apr 29 17:40:15 2013","","Scream Greats, Vol. 1: Tom Savini, Master of Horror Effects","Documentary","Damon Santostefano",7.8,60,"1986","documentary, biography, horror",160,"1986-01-24","http://www.imdb.com/title/tt0241929/","0241929"
7567,"tt0068458","Thu Apr 25 03:01:33 2013","Thu Apr 25 03:01:33 2013","","Raw Meat","Feature Film","Gary Sherman",6,87,"1972","horror",2433,"1972","http://www.imdb.com/title/tt0068458/","0068458"
18,"tt0071399","Sun Jan 15 17:58:02 2012","Sun Jan 15 17:58:02 2012","","Death Cruise","TV Movie","Ralph Senensky",6,75,"1974","mystery",130,"1974-10-30","http://www.imdb.com/title/tt0071399/","0071399"
3420,"tt0114660","Mon Apr 22 18:34:20 2013","Mon Apr 22 18:34:20 2013","","Things to Do in Denver When You're Dead","Feature Film","Gary Fleder",6.8,115,"1995","crime, drama",21924,"1995-05","http://www.imdb.com/title/tt0114660/","0114660"
1262,"tt0082694","Mon Apr 22 18:27:57 2013","Mon Apr 22 18:27:57 2013","","Mad Max 2: The Road Warrior","Feature Film","George Miller",7.6,95,"1981","action, adventure, sci_fi, thriller",128298,"1981-12-24","http://www.imdb.com/title/tt0082694/","0082694"
2484,"tt0110613","Mon Apr 22 18:31:21 2013","Mon Apr 22 18:31:21 2013","","My Girl 2","Feature Film","Howard Zieff",5.1,99,"1994","comedy, drama, family, romance",14559,"1994-02-11","http://www.imdb.com/title/tt0110613/","0110613"
1827,"tt0424880","Mon Apr 22 18:29:06 2013","Mon Apr 22 18:29:06 2013","","Candy","Feature Film","Neil Armfield",7.3,116,"2006","drama, romance",34926,"2006-02-15","http://www.imdb.com/title/tt0424880/","0424880"
4442,"tt0095990","Mon Apr 22 18:37:48 2013","Mon Apr 22 18:37:48 2013","","Return of the Living Dead II","Feature Film","Ken Wiederhorn",5.8,89,"1988","comedy, horror, sci_fi",13434,"1988-01-08","http://www.imdb.com/title/tt0095990/","0095990"
1201,"tt1868064","Sun Apr 21 15:28:32 2013","Sun Apr 21 15:28:32 2013","","Saving Pelican 895","Documentary","Irene Taylor Brodsky",7.9,40,"2011","documentary",66,"2011-04-01","http://www.imdb.com/title/tt1868064/","1868064"
556,"tt0108071","Mon Apr 22 18:26:02 2013","Mon Apr 22 18:26:02 2013","","The Secret Garden","Feature Film","Agnieszka Holland",7.3,101,"1993","drama, family, fantasy",27097,"1993-08-13","http://www.imdb.com/title/tt0108071/","0108071"
8449,"tt0116404","Mon Apr 29 18:17:01 2013","Mon Apr 29 18:17:01 2013","","Get on the Bus","Feature Film","Spike Lee",6.8,120,"1996","drama, history",4021,"1996-10-16","http://www.imdb.com/title/tt0116404/","0116404"
8726,"tt1848902","Mon Apr 29 19:23:24 2013","Mon Apr 29 19:23:24 2013","","Game Change","TV Movie","Jay Roach",7.4,118,"2012","biography, drama, history",16804,"2012-02-28","http://www.imdb.com/title/tt1848902/","1848902"
34,"tt0912585","Sun Apr 14 11:19:33 2013","Sun Apr 14 11:19:33 2013","","Ghosts of Abu Ghraib","Documentary","Rory Kennedy",8,78,"2007","documentary, history, war",764,"2007-01-19","http://www.imdb.com/title/tt0912585/","0912585"
3528,"tt0368563","Mon Apr 22 18:34:45 2013","Mon Apr 22 18:34:45 2013","","Possession","Feature Film","Joel Bergvall, Simon Sandquist",5.6,85,"2008","drama, mystery, romance, thriller",5909,"2008","http://www.imdb.com/title/tt0368563/","0368563"
914,"tt1623136","Sun Apr 21 15:27:54 2013","Sun Apr 21 15:27:54 2013","","Richard Hammond's Invisible Worlds","Mini-Series","",8.2,94,"2010","documentary",609,"2010-03-16","http://www.imdb.com/title/tt1623136/","1623136"
5425,"tt0095927","Mon Apr 22 18:40:18 2013","Mon Apr 22 18:40:18 2013","","Punchline","Feature Film","David Seltzer",5.8,128,"1988","comedy, drama, romance",6418,"1988-10-07","http://www.imdb.com/title/tt0095927/","0095927"
2128,"tt0317198","Mon Apr 22 18:29:58 2013","Mon Apr 22 18:29:58 2013","","Bridget Jones: The Edge of Reason","Feature Film","Beeban Kidron",5.9,108,"2004","comedy, drama, romance",70737,"2004-11-03","http://www.imdb.com/title/tt0317198/","0317198"
7998,"tt0208298","Mon Apr 29 17:39:20 2013","Mon Apr 29 17:39:20 2013","","The Miracle Maker","Feature Film","Derek W. Hayes, Stanislav Sokolov",7.2,90,"2000","animation, biography, drama",1048,"2000-03-31","http://www.imdb.com/title/tt0208298/","0208298"
1036,"tt0206179","Sun Apr 21 15:28:30 2013","Sun Apr 21 15:28:30 2013","","Nukes in Space","Documentary","Peter Kuran",7.7,53,"1999","documentary, history",215,"1999","http://www.imdb.com/title/tt0206179/","0206179"
3944,"tt0462229","Mon Apr 22 18:36:18 2013","Mon Apr 22 18:36:18 2013","","Code Name: The Cleaner","Feature Film","Les Mayfield",4.5,84,"2007","action, comedy, crime",9656,"2007-01-05","http://www.imdb.com/title/tt0462229/","0462229"
364,"tt1013752","Mon Apr 22 18:23:57 2013","Mon Apr 22 18:23:57 2013","","Fast & Furious","Feature Film","Justin Lin",6.6,107,"2009","action, crime, drama, thriller",193702,"2009-03-12","http://www.imdb.com/title/tt1013752/","1013752"
1114,"tt0251736","Mon Apr 22 18:27:27 2013","Mon Apr 22 18:27:27 2013","","House of 1000 Corpses","Feature Film","Rob Zombie",6,89,"2003","horror",59076,"2003-03-13","http://www.imdb.com/title/tt0251736/","0251736"
1316,"tt0207201","Mon Apr 22 18:27:58 2013","Mon Apr 22 18:27:58 2013","","What Women Want","Feature Film","Nancy Meyers",6.4,127,"2000","comedy, fantasy, romance",154148,"2000-12-13","http://www.imdb.com/title/tt0207201/","0207201"
8747,"tt1740828","Mon Apr 29 19:23:25 2013","Mon Apr 29 19:23:25 2013","","Wonder Woman","TV Movie","Jeffrey Reiner",4.5,45,"2011","action, adventure, fantasy, sci_fi",1360,"2011","http://www.imdb.com/title/tt1740828/","1740828"
8557,"tt1499249","Mon Apr 29 19:23:23 2013","Mon Apr 29 19:23:23 2013","","Lake Placid 3","TV Movie","G.E. Furst",3.3,93,"2010","action, horror, sci_fi, thriller",2858,"2010-08-21","http://www.imdb.com/title/tt1499249/","1499249"
3433,"tt0091860","Mon Apr 22 18:34:20 2013","Mon Apr 22 18:34:20 2013","","River's Edge","Feature Film","Tim Hunter",7.1,99,"1986","crime, drama",11377,"1986-08-27","http://www.imdb.com/title/tt0091860/","0091860"
7342,"tt0112438","Thu Apr 25 03:00:32 2013","Thu Apr 25 03:00:32 2013","","The Babysitter","Feature Film","Guy Ferland",4.2,90,"1995","drama, thriller",3302,"1995-10-17","http://www.imdb.com/title/tt0112438/","0112438"
1157,"tt0795458","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Saint of 9/11","Documentary","Glenn Holsten",7.8,90,"2006","documentary",180,"2006-04-27","http://www.imdb.com/title/tt0795458/","0795458"
6255,"tt0072764","Mon Apr 22 18:42:15 2013","Mon Apr 22 18:42:15 2013","","Carry on Behind","Feature Film","Gerald Thomas",5.3,90,"1975","comedy",1709,"1975-12-19","http://www.imdb.com/title/tt0072764/","0072764"
9623,"tt3332064","Thu Feb 12 09:04:56 2015","Thu Feb 12 09:04:56 2015","","Pan","Feature Film","Joe Wright",5.9,111,"2015","adventure, family, fantasy",28511,"2015-09-20","http://www.imdb.com/title/tt3332064/","3332064"
6998,"tt1181791","Thu Apr 25 02:59:03 2013","Thu Apr 25 02:59:03 2013","","Black Death","Feature Film","Christopher Smith",6.4,102,"2010","action, adventure, drama, history, horror, mystery",34253,"2010-05-26","http://www.imdb.com/title/tt1181791/","1181791"
6431,"tt0070061","Mon Apr 22 18:43:09 2013","Mon Apr 22 18:43:09 2013","","Love & Anarchy","Feature Film","Lina Wertmüller",8,124,"1973","comedy, drama, romance",1406,"1973-02-23","http://www.imdb.com/title/tt0070061/","0070061"
6742,"tt0412922","Mon Apr 22 22:45:12 2013","Mon Apr 22 22:45:12 2013","","Little Manhattan","Feature Film","Mark Levin",7.6,84,"2005","comedy, family, romance",17960,"2005-09-26","http://www.imdb.com/title/tt0412922/","0412922"
8105,"tt1308123","Mon Apr 29 17:39:46 2013","Mon Apr 29 17:39:46 2013","","In Search of Beethoven","Documentary","Phil Grabsky",7.5,139,"2009","documentary, biography, music",281,"2009-04-17","http://www.imdb.com/title/tt1308123/","1308123"
395,"tt1223875","Sun Apr 21 14:34:21 2013","Sun Apr 21 14:34:21 2013","","Discussions with Richard Dawkins, Episode 1: The Four Horsemen","Documentary","Josh Timonen",8.5,120,"2008","documentary",288,"2008-01-10","http://www.imdb.com/title/tt1223875/","1223875"
2049,"tt0083169","Mon Apr 22 18:29:57 2013","Mon Apr 22 18:29:57 2013","","Taps","Feature Film","Harold Becker",6.7,126,"1981","drama",12498,"1981-12-09","http://www.imdb.com/title/tt0083169/","0083169"
1074,"tt0093748","Mon Apr 22 18:27:27 2013","Mon Apr 22 18:27:27 2013","","Planes, Trains & Automobiles","Feature Film","John Hughes",7.6,93,"1987","comedy",86831,"1987-11-25","http://www.imdb.com/title/tt0093748/","0093748"
1383,"tt0790686","Mon Apr 22 18:27:59 2013","Mon Apr 22 18:27:59 2013","","Mirrors","Feature Film","Alexandre Aja",6.2,110,"2008","horror, mystery",83424,"2008-08-14","http://www.imdb.com/title/tt0790686/","0790686"
9127,"tt0074464","Mon Apr 29 19:24:19 2013","Mon Apr 29 19:24:19 2013","","Eleanor and Franklin","TV Movie","Daniel Petrie",8.1,203,"1976","biography, drama, romance",263,"1976-01-11","http://www.imdb.com/title/tt0074464/","0074464"
5480,"tt0193854","Mon Apr 22 18:40:19 2013","Mon Apr 22 18:40:19 2013","","A Shot at Glory","Feature Film","Michael Corrente",6.3,114,"2000","drama, sport",1803,"2000-09-11","http://www.imdb.com/title/tt0193854/","0193854"
313,"tt0814275","Sun Apr 21 14:34:19 2013","Sun Apr 21 14:34:19 2013","M. Scott Peck quote: ""There can be no vulnerability without risk; there can be no community without vulnerability; there can be no peace, and ultimately no life, without community.""","The Power of Community: How Cuba Survived Peak Oil","Documentary","Faith Morgan",8,53,"2006","documentary",215,"2006-05-14","http://www.imdb.com/title/tt0814275/","0814275"
1042,"tt0817177","Mon Apr 22 18:27:04 2013","Mon Apr 22 18:27:04 2013","","Flipped","Feature Film","Rob Reiner",7.7,90,"2010","comedy, drama, romance",56919,"2010-08-06","http://www.imdb.com/title/tt0817177/","0817177"
4357,"tt0313670","Mon Apr 22 18:37:16 2013","Mon Apr 22 18:37:16 2013","","Sweet Sixteen","Feature Film","Ken Loach",7.5,106,"2002","crime, drama",10250,"2002-05-21","http://www.imdb.com/title/tt0313670/","0313670"
1935,"tt0331468","Mon Apr 22 18:29:31 2013","Mon Apr 22 18:29:31 2013","","Cold Creek Manor","Feature Film","Mike Figgis",4.9,118,"2003","drama, horror, mystery, thriller",18005,"2003-09-17","http://www.imdb.com/title/tt0331468/","0331468"
2313,"tt0120832","Mon Apr 22 18:30:53 2013","Mon Apr 22 18:30:53 2013","","Snake Eyes","Feature Film","Brian De Palma",5.9,98,"1998","crime, drama, mystery, thriller",62773,"1998-07-30","http://www.imdb.com/title/tt0120832/","0120832"
1540,"tt0385726","Mon Apr 22 18:28:27 2013","Mon Apr 22 18:28:27 2013","","Glory Road","Feature Film","James Gartner",7.2,118,"2006","biography, drama, sport",33756,"2006-01-13","http://www.imdb.com/title/tt0385726/","0385726"
4562,"tt0159382","Mon Apr 22 18:37:51 2013","Mon Apr 22 18:37:51 2013","","Croupier","Feature Film","Mike Hodges",7.2,94,"1998","crime, drama",15444,"1998-06-25","http://www.imdb.com/title/tt0159382/","0159382"
2070,"tt0103241","Mon Apr 22 18:29:57 2013","Mon Apr 22 18:29:57 2013","","What About Bob?","Feature Film","Frank Oz",7,99,"1991","comedy",48756,"1991-05-17","http://www.imdb.com/title/tt0103241/","0103241"
3349,"tt0458364","Mon Apr 22 18:34:19 2013","Mon Apr 22 18:34:19 2013","","The Ex","Feature Film","Jesse Peretz",5.6,89,"2006","comedy, romance",14986,"2006-12-15","http://www.imdb.com/title/tt0458364/","0458364"
4021,"tt2828996","Mon Apr 22 18:36:19 2013","Mon Apr 22 18:36:19 2013","","A Haunted House 2","Feature Film","Michael Tiddes",4.7,86,"2014","comedy, horror",13525,"2014-04-18","http://www.imdb.com/title/tt2828996/","2828996"
311,"tt0433035","Mon Apr 22 18:23:57 2013","Mon Apr 22 18:23:57 2013","","Real Steel","Feature Film","Shawn Levy",7.1,127,"2011","action, drama, sci_fi, sport",246343,"2011-09-06","http://www.imdb.com/title/tt0433035/","0433035"
3625,"tt0371552","Mon Apr 22 18:35:16 2013","Mon Apr 22 18:35:16 2013","","Asterix and the Vikings","Feature Film","Stefan Fjeldmark, Jesper Møller",6,78,"2006","animation, adventure, comedy, family, fantasy",7886,"2006-04-05","http://www.imdb.com/title/tt0371552/","0371552"
4128,"tt0787462","Mon Apr 22 18:36:45 2013","Mon Apr 22 18:36:45 2013","","Elvis and Anabelle","Feature Film","Will Geiger",7.4,106,"2007","drama, romance",3918,"2007-03-10","http://www.imdb.com/title/tt0787462/","0787462"
9362,"tt0084494","Mon Apr 29 19:24:55 2013","Mon Apr 29 19:24:55 2013","","A Piano for Mrs. Cimino","TV Movie","George Schaefer",8.7,100,"1982","drama",464,"1982-02-03","http://www.imdb.com/title/tt0084494/","0084494"
6587,"tt0074702","Mon Apr 22 18:43:42 2013","Mon Apr 22 18:43:42 2013","","J.A. Martin photographe","Feature Film","Jean Beaudin",8.2,100,"1977","drama",263,"1977-02-11","http://www.imdb.com/title/tt0074702/","0074702"
9853,"tt0491175","Thu Feb 12 09:05:50 2015","Thu Feb 12 09:05:50 2015","","Suburbicon","Feature Film","George Clooney",NA,NA,"????","comedy, crime, mystery",NA,"","http://www.imdb.com/title/tt0491175/","0491175"
269,"tt0493464","Mon Apr 22 18:23:56 2013","Mon Apr 22 18:23:56 2013","","Wanted","Feature Film","Timur Bekmambetov",6.7,110,"2008","action, crime, fantasy, thriller",290958,"2008-06-12","http://www.imdb.com/title/tt0493464/","0493464"
7548,"tt0072274","Thu Apr 25 03:01:33 2013","Thu Apr 25 03:01:33 2013","","Thieves Like Us","Feature Film","Robert Altman",7.1,123,"1974","crime, drama, romance",3146,"1974-02-11","http://www.imdb.com/title/tt0072274/","0072274"
3117,"tt0120710","Mon Apr 22 18:33:50 2013","Mon Apr 22 18:33:50 2013","","In Dreams","Feature Film","Neil Jordan",5.5,100,"1999","drama, fantasy, thriller",10886,"1999-01-15","http://www.imdb.com/title/tt0120710/","0120710"
1088,"tt0113749","Mon Apr 22 18:27:27 2013","Mon Apr 22 18:27:27 2013","","Mallrats","Feature Film","Kevin Smith",7.2,94,"1995","comedy, romance",96471,"1995-10-20","http://www.imdb.com/title/tt0113749/","0113749"
3293,"tt0104839","Mon Apr 22 18:34:18 2013","Mon Apr 22 18:34:18 2013","","Medicine Man","Feature Film","John McTiernan",5.9,106,"1992","adventure, drama, romance",17101,"1992-02-07","http://www.imdb.com/title/tt0104839/","0104839"
782,"tt1027743","Sun Apr 21 15:27:52 2013","Sun Apr 21 15:27:52 2013","","Sea Monsters: A Prehistoric Adventure","Documentary","Sean MacLeod Phillips",7,40,"2007","documentary, animation, adventure",723,"2007-09-27","http://www.imdb.com/title/tt1027743/","1027743"
3642,"tt0102915","Mon Apr 22 18:35:17 2013","Mon Apr 22 18:35:17 2013","","Showdown in Little Tokyo","Feature Film","Mark L. Lester",6,79,"1991","action, comedy, crime, thriller",12109,"1991-08-23","http://www.imdb.com/title/tt0102915/","0102915"
7715,"tt0350258","Mon Apr 29 17:38:34 2013","Mon Apr 29 17:38:34 2013","","Ray","Feature Film","Taylor Hackford",7.7,152,"2004","biography, drama, music",106171,"2004-09-12","http://www.imdb.com/title/tt0350258/","0350258"
6937,"tt0393162","Thu Apr 25 02:59:03 2013","Thu Apr 25 02:59:03 2013","","Coach Carter","Feature Film","Thomas Carter",7.2,136,"2005","drama, sport",88777,"2005-01-13","http://www.imdb.com/title/tt0393162/","0393162"
8757,"tt0491807","Mon Apr 29 19:23:25 2013","Mon Apr 29 19:23:25 2013","","See No Evil: The Moors Murders","Mini-Series","Christopher Menaul",7.3,180,"2006","crime, drama, thriller",709,"2006-05-14","http://www.imdb.com/title/tt0491807/","0491807"
427,"tt0139654","Mon Apr 22 18:25:33 2013","Mon Apr 22 18:25:33 2013","","Training Day","Feature Film","Antoine Fuqua",7.7,122,"2001","crime, drama, thriller",294683,"2001-09-02","http://www.imdb.com/title/tt0139654/","0139654"
2043,"tt0076666","Mon Apr 22 18:29:33 2013","Mon Apr 22 18:29:33 2013","","Saturday Night Fever","Feature Film","John Badham",6.8,118,"1977","drama, music",51534,"1977-12-14","http://www.imdb.com/title/tt0076666/","0076666"
4548,"tt0323298","Mon Apr 22 18:37:50 2013","Mon Apr 22 18:37:50 2013","","The Mother","Feature Film","Roger Michell",6.9,112,"2003","drama, romance",3487,"2003-05-16","http://www.imdb.com/title/tt0323298/","0323298"
7614,"tt0084173","Thu Apr 25 03:01:33 2013","Thu Apr 25 03:01:33 2013","","Jinxed!","Feature Film","Don Siegel",4.5,103,"1982","comedy",749,"1982-10-22","http://www.imdb.com/title/tt0084173/","0084173"
5023,"tt0086510","Mon Apr 22 18:39:23 2013","Mon Apr 22 18:39:23 2013","","Under Fire","Feature Film","Roger Spottiswoode",7.1,128,"1983","drama, war",5115,"1983-10-21","http://www.imdb.com/title/tt0086510/","0086510"
